Side,Type,Metric,Value,relation_id,relation_label,model
tail,realistic,inverse_harmonic_mean_rank,0.6840406656265259,1,P1412,distmult
both,realistic,inverse_harmonic_mean_rank,0.3420948088169098,1,P1412,distmult
head,pessimistic,inverse_harmonic_mean_rank,0.0001489559344061013,1,P1412,distmult
tail,pessimistic,inverse_harmonic_mean_rank,0.6840406395772116,1,P1412,distmult
both,pessimistic,inverse_harmonic_mean_rank,0.34209479775580887,1,P1412,distmult
head,optimistic,inverse_geometric_mean_rank,2.1581290307585983e-05,1,P1412,distmult
tail,optimistic,inverse_geometric_mean_rank,0.28036564037267003,1,P1412,distmult
both,optimistic,inverse_geometric_mean_rank,0.0024598073658631983,1,P1412,distmult
head,realistic,inverse_geometric_mean_rank,2.1581332475761883e-05,1,P1412,distmult
tail,realistic,inverse_geometric_mean_rank,0.28036561608314514,1,P1412,distmult
both,realistic,inverse_geometric_mean_rank,0.002459809649735689,1,P1412,distmult
head,pessimistic,inverse_geometric_mean_rank,2.1581288930191525e-05,1,P1412,distmult
tail,pessimistic,inverse_geometric_mean_rank,0.28036564037267003,1,P1412,distmult
both,pessimistic,inverse_geometric_mean_rank,0.0024598072873663816,1,P1412,distmult
head,optimistic,variance,133461182573.97815,1,P1412,distmult
tail,optimistic,variance,4938962899.363971,1,P1412,distmult
both,optimistic,variance,75060315213.6609,1,P1412,distmult
head,realistic,variance,133461180416.0,1,P1412,distmult
tail,realistic,variance,4938962432.0,1,P1412,distmult
both,realistic,variance,75060314112.0,1,P1412,distmult
